price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
447000.0,2.0,1.0,1320,8380,1.0,0,0,3,1320,0,1953,0
615000.0,4.0,2.5,2150,9070,2.0,0,0,4,2150,0,1985,0
485000.0,3.0,2.0,1610,4160,1.0,0,0,4,1010,600,1917,0
440000.0,3.0,2.25,1680,57063,2.0,0,0,4,1680,0,1989,0
622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0
558000.0,2.0,2.0,1580,5750,1.0,0,0,5,790,790,1910,0
346500.0,2.0,1.75,1610,6300,1.0,0,0,3,1010,600,1941,1994
234999.0,3.0,1.0,1330,8912,1.0,0,0,3,1330,0,1948,1994
525000.0,3.0,2.5,2970,11985,1.0,0,0,3,1770,1200,1995,0
823000.0,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0
284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0
915000.0,6.0,3.75,2930,14980,2.0,0,3,3,2930,0,2013,1923
340000.0,3.0,2.25,1970,3716,2.0,0,0,3,1970,0,1997,0
329995.0,4.0,2.5,2303,3680,2.0,0,0,3,2303,0,2013,1923
260000.0,4.0,2.0,1620,7992,2.0,0,0,4,1620,0,1975,0
677099.565217,4.0,2.5,2150,27540,2.0,0,0,3,2150,0,1997,0
849900.0,2.0,2.0,2280,641203,2.0,0,0,3,2280,0,1990,2009
230000.0,3.0,1.0,1530,389126,1.5,0,0,4,1530,0,1919,1985
235000.0,6.0,3.0,2180,7956,2.0,0,0,3,2180,0,1980,0
366000.0,3.0,1.75,1510,8301,1.0,0,0,3,1510,0,1967,2011
685000.0,2.0,1.5,1300,1676,1.0,0,2,3,1300,0,1943,2002
339000.0,3.0,1.0,1100,4128,1.0,0,0,4,720,380,1942,1982
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,1955,2005
620000.0,5.0,2.5,2540,3832,2.0,0,0,5,1760,780,1929,0
438000.0,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,1961,2001
275000.0,3.0,1.0,1080,6000,1.0,0,0,4,1080,0,1952,0
979000.0,3.0,2.5,2690,4047,3.0,0,0,3,2690,0,2014,0
660000.0,3.0,2.25,2675,40910,2.0,0,0,3,2675,0,1984,0
239950.0,3.0,1.75,1230,9600,1.0,0,0,4,1230,0,1984,0
248000.0,4.0,3.5,1850,6519,2.0,0,0,3,1130,720,1986,0
196500.0,3.0,1.0,1320,9000,1.0,0,0,3,1320,0,1966,1963
375900.0,6.0,1.5,2550,33740,1.0,0,0,4,1750,800,1958,1972
0.0,4.0,2.25,2170,10500,1.0,0,2,4,1270,900,1960,2001
628000.0,4.0,2.0,2260,6000,1.0,0,0,3,1430,830,1958,2004
400000.0,4.0,1.75,1700,20283,1.5,0,0,3,1340,360,1965,1993
566000.0,3.0,2.25,1660,10140,1.0,0,0,4,1370,290,1980,0
458500.0,3.0,2.0,1890,1599,2.0,0,0,3,1430,460,2012,1912
489990.0,5.0,2.25,2440,20828,1.5,0,0,4,2440,0,1975,0
1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993
315000.0,2.0,1.0,790,6969,1.0,0,0,3,790,0,1955,1984
452000.0,4.0,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010
272000.0,3.0,2.0,1380,7476,1.0,0,0,3,1380,0,1989,0
249950.0,2.0,1.0,940,8532,1.0,0,0,4,940,0,1959,0
555000.0,3.0,2.5,3160,4270,2.0,0,0,3,2650,510,2006,0
739000.0,3.0,2.5,2810,5400,2.0,0,0,3,2810,0,2005,0
585000.0,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,1983,0
1702500.0,5.0,4.5,5190,23716,2.0,0,2,3,3390,1800,1987,2000
685000.0,3.0,2.75,3150,219978,2.0,0,0,4,3000,150,1990,0
426000.0,4.0,2.5,2800,8494,2.0,0,0,3,2800,0,2004,2003
304700.0,2.0,1.0,740,5995,1.0,0,0,4,740,0,1949,1985
173000.0,2.0,1.0,820,10450,1.0,0,0,4,820,0,1965,0
385000.0,4.0,2.75,2700,37011,2.0,0,0,3,2700,0,1984,0
660000.0,3.0,1.0,1210,9622,1.0,0,1,3,1210,0,1955,2009
321950.0,2.0,1.25,860,1277,2.0,0,0,3,860,0,2007,0
314500.0,3.0,1.75,1700,17355,1.0,0,0,3,1200,500,1978,0
168500.0,3.0,1.0,1100,10125,1.0,0,0,3,1100,0,1969,2010
600000.0,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,1945,0
477000.0,3.0,1.75,1780,8085,1.0,0,0,3,1210,570,1976,0
400000.0,5.0,2.0,1930,9747,1.0,0,0,4,1020,910,1962,0
815000.0,4.0,2.5,3150,4203,2.0,0,0,3,3150,0,2002,0
268971.875,4.0,2.5,1860,6687,1.0,0,0,4,1220,640,1983,0
450000.0,4.0,1.75,2160,4333,1.0,0,0,4,1260,900,1942,1982
360000.0,2.0,1.0,1420,81892,1.0,0,0,3,1180,240,1956,2001
288000.0,3.0,2.5,1520,3593,2.0,0,0,3,1520,0,2004,2003
262500.0,3.0,1.5,1160,8906,1.0,0,0,3,1160,0,1962,2003
228000.0,4.0,1.75,2000,6120,1.0,0,0,3,1100,900,1965,1993
900000.0,3.0,3.5,4080,217697,1.5,0,3,3,4080,0,2000,0
519995.0,4.0,3.0,2590,6160,2.0,0,0,3,2590,0,2014,0
440000.0,3.0,2.0,1860,217800,2.0,0,2,3,1860,0,1998,2006
253000.0,3.0,1.5,880,6600,1.0,0,0,5,880,0,1945,0
554250.0,3.0,2.5,1490,1709,3.0,0,0,3,1490,0,2004,2003
505000.0,4.0,2.5,2790,5602,2.0,0,0,3,2790,0,2009,0
1250000.0,3.0,3.0,3760,8500,2.5,0,3,4,3060,700,1910,0
245000.0,3.0,2.5,1600,2788,2.0,0,0,4,1600,0,1992,0
2250000.0,5.0,4.25,4860,9453,1.5,0,1,5,3100,1760,1905,0
210000.0,2.0,1.0,970,5500,1.0,0,0,3,970,0,1956,2001
339000.0,3.0,1.0,1080,8100,1.0,0,0,4,1080,0,1955,2009
495000.0,3.0,2.5,1750,1548,3.0,0,0,3,1750,0,2013,1923
385000.0,3.0,1.75,1300,7030,1.0,0,0,3,1300,0,1968,1997
466800.0,3.0,2.5,1480,14250,2.0,0,0,3,1480,0,1996,0
335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978,2000
960000.0,4.0,3.0,4590,9150,2.0,0,0,3,3490,1100,1981,2013
945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,1952,2008
239900.0,4.0,2.25,1860,7000,1.0,0,0,3,1120,740,1979,2014
275000.0,3.0,2.5,1600,7000,2.0,0,0,4,1600,0,1993,0
577000.0,3.0,2.5,2060,5750,1.0,0,0,3,1330,730,1976,0
299000.0,3.0,1.75,1180,13927,1.0,0,0,5,1180,0,1962,0
399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986
875000.0,4.0,2.25,3720,12384,1.0,0,2,5,1860,1860,1970,0
600000.0,2.0,1.0,910,2002,1.5,0,0,3,910,0,1900,2005
250000.0,3.0,2.0,1440,9220,1.0,0,0,3,1440,0,1965,1993
210000.0,3.0,2.0,960,9380,1.0,0,0,3,960,0,1949,1998
970000.0,4.0,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013
425000.0,3.0,2.5,1950,5689,2.0,0,0,3,1950,0,2009,0
730001.0,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,1951,0
194000.0,3.0,1.0,1050,7577,1.0,0,0,3,1050,0,1983,2009
399950.0,3.0,2.5,2570,10431,2.0,0,0,3,2570,0,1989,0
330000.0,3.0,1.5,1170,4950,1.0,0,0,4,1170,0,1960,2001
352450.0,3.0,2.0,1430,6000,1.0,0,0,5,1430,0,1945,0
417500.0,4.0,1.0,1390,10800,1.5,0,0,4,1390,0,1941,1998
533112.0,4.0,2.75,2790,8853,2.0,0,0,3,2790,0,2013,1923
262000.0,5.0,1.0,1870,7800,1.0,0,0,3,1580,290,1962,2003
665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0
477000.0,3.0,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0
165000.0,3.0,1.0,970,6600,1.0,0,0,3,970,0,1965,1993
432500.0,3.0,2.5,2240,6396,2.0,0,0,3,2240,0,2002,0
270000.0,4.0,2.5,1810,6509,2.0,0,0,3,1810,0,1994,0
1288333.33333,6.0,4.5,3830,4800,3.0,0,0,3,3050,780,1919,2004
1330000.0,3.0,1.5,1940,2885,1.5,0,2,3,1940,0,1900,2005
452000.0,3.0,1.75,1110,9012,1.0,0,0,4,1110,0,1966,0
180000.0,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003
349810.0,3.0,1.0,960,8855,1.0,0,0,4,960,0,1958,1972
355000.0,2.0,1.75,1650,4000,1.0,0,0,4,950,700,1947,1988
712500.0,3.0,1.5,1660,8797,1.0,0,0,4,1660,0,1956,0
575000.0,4.0,2.5,3020,17810,1.0,0,0,3,1600,1420,1979,2014
237227.857143,4.0,2.5,2200,9397,2.0,0,0,3,2200,0,1987,2000
405000.0,3.0,2.25,1660,8307,1.0,0,0,4,1660,0,1961,2001
405500.0,2.0,2.75,1350,1252,2.0,0,0,3,1120,230,2006,0
530000.0,2.0,2.0,1680,4950,1.0,0,0,3,1680,0,2006,0
373500.0,2.0,1.0,800,3330,1.0,0,0,3,800,0,1918,0
560000.0,4.0,2.5,2710,6583,2.0,0,0,3,2710,0,2003,0
583000.0,3.0,2.5,1790,8144,2.0,0,0,3,1790,0,1989,0
387500.0,4.0,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0
1895000.0,5.0,2.25,3120,16672,2.0,0,0,4,3120,0,1969,0
3000000.0,4.0,4.25,4850,12445,2.0,1,4,5,3850,1000,1989,0
902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,1976,0
657500.0,3.0,2.5,2670,10496,2.0,0,0,3,2670,0,1989,0
525000.0,5.0,3.0,2450,4591,2.0,0,0,3,2450,0,1994,0
440000.0,3.0,1.5,1270,1413,3.0,0,0,3,1270,0,2007,0
700000.0,3.0,1.0,1410,7200,2.0,0,0,4,1410,0,1901,0
850000.0,5.0,3.5,3450,28324,1.0,0,0,5,2350,1100,1972,0
485000.0,4.0,1.0,1600,4300,1.5,0,0,4,1600,0,1916,0
543000.0,3.0,2.25,1240,949,3.0,0,0,3,1240,0,2008,0
589000.0,4.0,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006
1075000.0,3.0,2.5,3280,10302,1.0,0,0,3,1680,1600,1970,2014
384950.0,3.0,2.5,1860,3690,2.0,0,0,3,1860,0,2000,0
375000.0,3.0,1.75,2530,35150,1.0,0,0,4,1800,730,1977,0
306888.0,2.0,1.5,1010,7719,2.0,0,0,3,1010,0,1981,2013
540000.0,4.0,2.5,2050,34222,2.0,0,0,4,2050,0,1989,0
329950.0,3.0,2.5,2456,7566,2.0,0,0,3,2456,0,2012,1912
233000.0,3.0,1.0,1250,6180,1.5,0,0,3,1250,0,1955,2005
385000.0,4.0,1.75,1720,8750,1.0,0,0,3,860,860,1971,0
1000000.0,5.0,4.25,3920,16258,2.0,0,0,3,2900,1020,1990,2009
605000.0,3.0,2.25,1290,2500,2.0,0,0,4,1290,0,1987,0
245000.0,3.0,1.75,1490,6930,1.0,0,0,4,1490,0,1990,0
1990000.0,5.0,3.0,4480,5000,2.5,0,0,5,3420,1060,1902,0
440825.0,3.0,1.75,1980,6250,1.0,0,1,5,1090,890,1910,0
450000.0,6.0,2.25,3550,11780,1.0,0,0,4,2960,590,1948,0
519000.0,3.0,2.75,2020,10744,1.0,0,0,5,1270,750,1954,0
495000.0,4.0,2.75,2656,21195,2.0,0,0,3,2656,0,2014,0
385000.0,4.0,2.5,3200,22651,1.0,0,0,5,1610,1590,1970,0
377500.0,3.0,2.25,1410,1377,2.0,0,0,3,1290,120,2005,0
431000.0,4.0,2.5,2300,6087,2.0,0,0,3,2300,0,2001,0
639000.0,4.0,2.0,1840,5419,1.0,0,0,4,920,920,1942,1982
148612.5,3.0,1.0,1040,5000,1.0,0,0,3,1040,0,1959,1989
442900.0,4.0,1.75,1780,2788,1.0,0,0,4,890,890,1943,0
561000.0,3.0,2.0,2000,7000,2.0,0,0,3,2000,0,1916,1986
379950.0,4.0,1.75,1970,9389,1.0,0,0,5,1140,830,1960,0
219500.0,3.0,1.0,1090,6710,1.5,0,0,5,1090,0,1912,0
455000.0,4.0,2.5,3360,7685,2.0,0,0,3,3360,0,2001,0
485000.0,3.0,2.0,1420,4080,1.5,0,0,3,1420,0,1905,2013
246950.0,3.0,3.0,1670,4440,1.0,0,0,3,1670,0,2014,0
606000.0,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,1947,2012
250000.0,5.0,1.5,2520,5753,1.5,0,0,4,1510,1010,1928,0
735000.0,4.0,2.75,2450,4187,2.0,0,2,3,2450,0,2010,0
450000.0,3.0,1.75,1640,13500,1.0,0,0,3,1110,530,1940,1996
665000.0,3.0,2.5,2190,10370,2.0,0,0,3,2190,0,1987,2000
725000.0,4.0,2.75,2630,7505,2.0,0,0,3,2630,0,1994,0
588500.0,3.0,1.75,2330,14892,1.0,0,0,3,1970,360,1980,0
212500.0,2.0,2.0,1030,21712,1.0,0,0,4,1030,0,1938,0
328000.0,3.0,1.75,1440,45302,2.0,0,0,3,1440,0,1977,2004
439800.0,3.0,1.5,1120,6900,1.0,0,0,5,1120,0,1956,0
132500.0,4.0,1.0,1540,115434,1.5,0,0,4,1540,0,1923,0
511500.0,4.0,1.0,1360,6000,1.5,0,0,3,1360,0,1917,2009
568500.0,4.0,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006
332888.0,2.0,2.5,1050,1029,2.0,0,0,3,950,100,2007,0
1170000.0,3.0,2.75,2890,12130,2.0,0,3,4,2830,60,1987,0
274900.0,4.0,2.5,1970,6600,2.0,0,0,3,1970,0,1987,2000
735000.0,4.0,2.25,2270,5102,1.0,0,0,5,1340,930,1954,0
510000.0,4.0,2.5,2430,5203,2.0,0,0,3,2430,0,2003,0
585000.0,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0
767450.0,3.0,2.0,1630,7599,1.0,0,0,3,1630,0,2006,0
1285000.0,4.0,2.5,3240,10800,1.0,0,0,3,2260,980,1946,0
3200000.0,7.0,4.5,6210,8856,2.5,0,2,5,4760,1450,1910,0
231000.0,4.0,2.0,1530,6375,2.0,0,0,3,1530,0,1942,1983
385000.0,4.0,2.5,2050,5276,2.0,0,0,3,2050,0,2006,0
1256500.0,4.0,2.5,3150,13700,2.0,0,0,4,3150,0,1966,0
604000.0,4.0,2.5,2260,7753,2.0,0,0,3,2260,0,1989,0
356000.0,3.0,3.5,2100,12384,2.0,0,0,3,2100,0,1980,0
599000.0,4.0,2.5,2790,230868,2.0,0,0,3,2790,0,1989,0
325000.0,2.0,1.0,840,4239,1.0,0,0,3,840,0,1948,1994
646000.0,4.0,2.5,2310,4079,2.0,0,0,3,2310,0,2008,0
149500.0,3.0,1.0,1010,9450,1.0,0,0,4,1010,0,1959,0
370000.0,2.0,2.25,1280,835,2.0,0,0,3,1080,200,2009,0
495000.0,4.0,2.25,2220,8872,1.0,0,0,4,1110,1110,1961,2001
756000.0,4.0,2.25,2160,5600,1.0,0,0,5,1080,1080,1947,0
605500.0,3.0,2.5,2830,6536,2.0,0,0,3,2830,0,1989,0
200000.0,3.0,1.0,1050,5000,1.0,0,0,4,1050,0,1967,0
275000.0,3.0,2.5,1720,8755,1.0,0,0,3,1000,720,1983,2009
899000.0,4.0,2.25,2370,6000,1.0,0,2,3,1440,930,1959,1989
410000.0,4.0,1.75,1790,11875,1.0,0,0,4,1490,300,1969,0
660000.0,6.0,1.75,1840,2774,1.0,0,0,3,1060,780,1900,2005
189000.0,3.0,1.0,1010,7560,1.0,0,0,3,1010,0,1958,2004
500000.0,2.0,1.0,1010,3885,1.5,0,0,4,1010,0,1906,1990
809950.0,4.0,2.5,3280,6181,2.0,0,0,3,3280,0,2001,0
428000.0,2.0,2.0,1350,3900,1.0,0,0,3,1350,0,2003,0
249000.0,3.0,1.0,1050,8498,1.0,0,0,4,1050,0,1959,0
306000.0,4.0,2.5,2490,8124,2.0,0,0,3,2490,0,2001,0
445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0
305000.0,2.0,2.25,1000,905,3.0,0,0,3,1000,0,2006,0
333000.0,2.0,1.0,720,6686,1.0,0,0,3,720,0,1942,1999
407000.0,4.0,2.25,2810,23400,1.0,0,1,3,1710,1100,1958,2004
529000.0,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,1924,0
1384000.0,4.0,3.25,4290,12103,1.0,0,3,3,2690,1600,1997,0
391500.0,3.0,2.5,1920,9625,2.0,0,0,3,1920,0,1993,0
749000.0,4.0,2.75,2700,6000,2.0,0,0,4,2100,600,1910,0
544000.0,4.0,2.5,2030,3974,2.0,0,0,3,2030,0,1994,0
600000.0,5.0,2.25,2980,7781,1.0,0,0,3,1580,1400,1960,2012
610000.0,5.0,2.5,3990,3839,1.0,0,0,4,1990,2000,1962,0
898000.0,5.0,1.5,2680,28014,1.0,0,0,4,1450,1230,1963,0
725000.0,2.0,1.75,1950,2719,1.0,0,0,5,1010,940,1919,1934
517000.0,2.0,1.5,1920,3408,1.0,0,0,4,960,960,1912,1989
150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,1954,2005
639000.0,4.0,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011
440500.0,3.0,2.5,2460,4399,2.0,0,0,3,2460,0,2007,0
452500.0,3.0,2.5,2430,88426,1.0,0,0,4,1570,860,1985,0
495000.0,4.0,1.75,1600,6380,1.0,0,0,3,1130,470,1959,1989
500000.0,4.0,3.0,3720,15048,3.0,0,0,3,3720,0,1979,2014
540000.0,3.0,2.0,1470,1691,2.0,0,0,3,1000,470,2007,0
267500.0,3.0,1.75,1590,11914,1.0,0,2,3,1090,500,1957,2000
475000.0,2.0,1.0,1490,3825,1.0,0,0,3,860,630,1929,0
1738000.0,4.0,2.25,2920,6513,2.0,0,0,4,2260,660,1937,0
327500.0,4.0,1.75,1650,7800,1.0,0,0,3,1650,0,1968,1997
385000.0,2.0,1.0,830,26329,1.0,1,3,4,830,0,1928,0
0.0,4.0,2.75,2600,5390,1.0,0,0,4,1300,1300,1960,2001
235750.0,2.0,1.0,740,11250,1.0,0,0,2,740,0,1938,0
485000.0,2.0,2.5,1430,923,3.0,0,0,3,1410,20,2008,0
1400000.0,4.0,3.25,2980,7000,2.0,0,3,3,2140,840,1900,2014
389800.0,3.0,1.75,1880,12821,1.0,0,0,3,1880,0,1959,1989
640000.0,3.0,2.5,2370,11172,2.0,0,0,3,2370,0,1993,0
185000.0,5.0,1.0,1590,6700,1.5,0,0,3,1090,500,1942,1999
178650.0,3.0,1.5,1430,8960,1.0,0,0,4,1430,0,1953,1983
206000.0,4.0,2.0,1700,6025,1.0,0,0,3,1700,0,1978,0
736500.0,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,2000,0
309000.0,3.0,2.25,1980,8755,1.0,0,0,4,1300,680,1963,0
404000.0,4.0,1.75,1840,10720,1.0,0,0,3,960,880,1958,2004
742500.0,4.0,2.75,3100,3773,2.0,0,0,3,2000,1100,1919,1996
1050000.0,3.0,2.5,2200,1970,2.0,0,0,3,1610,590,2008,0
760000.0,4.0,2.25,3300,8365,3.0,0,0,3,3300,0,2014,0
575550.0,4.0,2.5,2060,7475,1.0,0,0,3,1440,620,1985,0
900000.0,4.0,3.25,4700,38412,2.0,0,0,3,3420,1280,1978,0
800000.0,3.0,2.25,1620,4500,2.0,0,0,4,1620,0,1926,1993
420000.0,3.0,2.5,2140,3821,2.0,0,0,3,2140,0,2005,0
686000.0,3.0,1.5,1840,9990,2.0,0,0,5,1840,0,1961,0
314950.0,3.0,1.0,1040,16986,1.0,0,0,4,1040,0,1968,0
310000.0,4.0,2.0,1870,6000,1.5,0,0,3,1870,0,1956,2001
285000.0,3.0,2.25,1680,35127,2.0,0,0,3,1680,0,1987,2000
749995.0,4.0,3.25,3430,9870,2.0,0,0,3,3430,0,2014,0
475000.0,3.0,2.5,2600,7210,2.0,0,0,3,2600,0,1989,0
375000.0,3.0,1.75,1660,9673,1.0,0,0,3,1130,530,1976,0
825000.0,4.0,3.5,3810,9792,2.0,0,0,3,3810,0,1938,2013
450000.0,4.0,2.5,2520,8515,2.0,0,0,3,2520,0,1999,0
395000.0,2.0,1.0,1320,1824,1.5,0,0,4,1320,0,1909,1989
870000.0,4.0,2.75,2840,4000,1.5,0,0,5,1960,880,1912,0
559000.0,2.0,1.0,1240,6400,1.0,0,1,4,1060,180,1938,0
525000.0,3.0,2.25,1750,1879,3.0,0,0,3,1750,0,2001,0
544000.0,3.0,1.5,1790,8203,1.5,0,1,3,1790,0,1910,2006
950000.0,4.0,2.5,3770,35081,2.0,0,0,3,3770,0,1989,0
435000.0,3.0,1.0,1270,4000,1.5,0,2,3,1270,0,1928,1954
675000.0,6.0,1.75,2740,6360,1.0,0,3,3,1370,1370,1953,0
630000.0,3.0,2.5,2680,327135,2.0,0,0,3,2680,0,1995,0
1150000.0,4.0,2.5,3340,10422,2.0,0,0,3,3340,0,1996,0
660000.0,3.0,1.75,1320,5750,1.5,0,0,5,1320,0,1918,0
875000.0,4.0,1.5,1800,3245,1.5,0,0,4,1800,0,1929,0
300000.0,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,1947,2012
349000.0,3.0,1.0,1010,8184,1.0,0,0,4,1010,0,1947,1988
430000.0,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0
875000.0,4.0,3.5,3110,108464,2.0,0,2,4,3110,0,1979,0
220000.0,3.0,2.0,1410,7998,1.0,0,0,4,1410,0,1940,2001
495000.0,3.0,2.0,2950,12196,2.0,0,0,4,2310,640,1918,1974
749400.0,4.0,2.5,3240,20301,2.0,0,0,3,3240,0,1985,0
650000.0,5.0,1.75,1260,4500,1.5,0,0,3,1260,0,1926,2003
170000.0,2.0,1.0,1500,18540,1.0,0,0,3,1500,0,1950,2005
251000.0,3.0,1.75,1220,7250,1.0,0,0,3,1220,0,1962,2003
425000.0,3.0,1.5,1400,1022,3.0,0,0,3,1400,0,2007,0
536000.0,2.0,1.5,1130,746,2.0,0,0,3,1030,100,2009,0
335000.0,4.0,2.25,2030,13500,1.0,0,0,3,1230,800,1963,2008
442500.0,4.0,2.5,2170,14024,2.0,0,0,3,2170,0,1992,0
148612.5,3.0,1.0,1040,6860,2.0,0,0,3,1040,0,1942,1999
345000.0,2.0,1.0,970,5750,1.0,0,0,4,970,0,1932,1958
785000.0,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0
542804.75,5.0,2.75,2910,36250,1.0,0,0,3,1590,1320,1977,2004
450000.0,4.0,2.5,2300,19250,1.0,0,0,4,2300,0,1955,2009
294000.0,4.0,2.5,2210,8465,1.0,0,0,3,1490,720,1990,2009
2888000.0,5.0,6.25,8670,64033,2.0,0,4,3,6120,2550,1965,2003
1695000.0,4.0,2.75,3770,10900,2.0,0,2,5,3070,700,1924,1956
480000.0,5.0,4.75,3830,35000,1.0,0,0,3,2130,1700,1976,0
850000.0,4.0,3.25,4350,112750,1.0,0,0,3,2200,2150,2006,0
137124.0,3.0,1.0,960,27442,1.0,0,0,4,960,0,1970,0
481015.0,3.0,2.25,1550,5511,2.0,0,0,3,1550,0,1987,2000
890000.0,4.0,2.25,2770,13500,2.0,0,0,3,2770,0,1974,0
435000.0,3.0,1.75,1310,8065,1.0,0,0,4,1310,0,1948,0
505000.0,3.0,1.75,1640,10695,1.0,0,2,3,1640,0,1975,0
398750.0,3.0,2.5,2230,4000,2.0,0,0,3,2230,0,1954,2005
2400000.0,6.0,4.5,5480,10800,2.0,0,3,4,4430,1050,1999,0
364000.0,4.0,1.75,2010,8625,1.0,0,0,4,1340,670,1957,2001
210000.0,4.0,1.75,2180,28710,1.0,0,0,3,1180,1000,1950,2005
