price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
370000.0,2.0,2.25,1280,835,2.0,0,0,3,1080,200,2009,0
458000.0,3.0,1.0,1660,7500,1.0,0,0,4,1060,600,1940,2001
760500.0,3.0,2.0,1990,3990,1.0,0,0,5,1130,860,1912,0
262000.0,4.0,2.5,2020,6236,2.0,0,0,3,2020,0,2002,0
295000.0,3.0,1.5,1640,7222,2.0,0,0,4,1640,0,1908,0
270000.0,3.0,1.75,1300,4127,1.0,0,0,4,650,650,1918,1953
1222500.0,4.0,3.5,4910,9444,1.5,0,0,3,3110,1800,2007,0
278500.0,4.0,2.25,1940,6206,2.0,0,0,3,1940,0,1990,2009
517000.0,2.0,1.5,1920,3408,1.0,0,0,4,960,960,1912,1989
254000.0,2.0,1.0,1060,8187,1.0,0,0,4,1060,0,1952,0
650000.0,3.0,1.5,1320,8114,1.0,0,0,3,1320,0,1951,1994
915000.0,6.0,3.75,2930,14980,2.0,0,3,3,2930,0,2013,1923
339000.0,3.0,1.0,1080,8100,1.0,0,0,4,1080,0,1955,2009
439800.0,3.0,1.5,1120,6900,1.0,0,0,5,1120,0,1956,0
665000.0,6.0,3.0,4250,4400,2.5,0,0,4,3020,1230,1902,0
239950.0,3.0,1.75,1230,9600,1.0,0,0,4,1230,0,1984,0
447000.0,2.0,1.0,1320,8380,1.0,0,0,3,1320,0,1953,0
500000.0,2.0,1.0,1010,3885,1.5,0,0,4,1010,0,1906,1990
914500.0,4.0,2.5,3950,10856,3.0,0,0,3,3950,0,2013,1923
1400000.0,4.0,3.25,2980,7000,2.0,0,3,3,2140,840,1900,2014
720000.0,3.0,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0
850000.0,5.0,2.0,2310,13430,1.5,0,0,4,2310,0,1966,0
740000.0,3.0,2.5,3000,25341,2.0,0,0,3,3000,0,1995,0
410000.0,4.0,1.75,1790,11875,1.0,0,0,4,1490,300,1969,0
692000.0,4.0,3.25,5010,34460,2.0,0,0,3,5010,0,1988,2000
875000.0,4.0,3.5,3110,108464,2.0,0,2,4,3110,0,1979,0
315000.0,3.0,1.0,960,6634,1.0,0,0,3,960,0,1952,2008
575000.0,4.0,2.5,3020,17810,1.0,0,0,3,1600,1420,1979,2014
137000.0,3.0,1.0,950,7620,1.0,0,0,3,950,0,1954,2005
505000.0,2.0,1.0,1240,57000,1.0,0,0,3,1240,0,1962,2003
525000.0,3.0,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009
759000.0,4.0,1.75,2100,4750,1.0,0,0,3,1340,760,1975,0
525000.0,3.0,2.25,1750,1879,3.0,0,0,3,1750,0,2001,0
476000.0,4.0,3.0,2890,6885,1.0,0,0,3,1590,1300,1945,2013
849900.0,2.0,2.0,2280,641203,2.0,0,0,3,2280,0,1990,2009
619500.0,3.0,2.5,1700,4105,2.0,0,0,3,1700,0,1992,0
812650.0,4.0,2.5,3700,21755,1.0,0,4,3,2620,1080,1988,2000
568000.0,4.0,1.75,2110,265716,1.0,0,0,4,2110,0,1979,0
263000.0,3.0,1.75,1580,9187,1.0,0,0,3,1180,400,1993,0
534333.333333,3.0,2.5,1460,7573,2.0,0,0,3,1460,0,1983,2009
475000.0,4.0,2.5,1850,5444,2.0,0,0,5,1850,0,1981,0
900000.0,4.0,2.5,2230,4372,2.0,0,0,5,1540,690,1935,0
314950.0,3.0,1.0,1040,16986,1.0,0,0,4,1040,0,1968,0
320000.0,3.0,2.0,1880,10758,1.0,0,0,5,940,940,1952,1998
630000.0,3.0,2.5,2680,327135,2.0,0,0,3,2680,0,1995,0
544000.0,3.0,1.5,1790,8203,1.5,0,1,3,1790,0,1910,2006
327500.0,3.0,1.0,1070,7140,1.0,0,0,3,1070,0,1989,0
365000.0,3.0,1.5,1300,12240,1.0,0,0,3,1300,0,1963,2008
900000.0,3.0,3.5,4080,217697,1.5,0,3,3,4080,0,2000,0
294999.0,4.0,2.5,1660,9760,2.0,0,0,3,1660,0,1994,0
343000.0,4.0,2.5,2070,4500,2.0,0,0,3,2070,0,2004,2003
760000.0,4.0,2.5,2420,10285,1.0,0,4,3,1700,720,1958,2004
333000.0,2.0,1.0,720,6686,1.0,0,0,3,720,0,1942,1999
749000.0,4.0,2.75,2700,6000,2.0,0,0,4,2100,600,1910,0
411715.0,3.0,1.75,1840,5101,1.0,0,0,5,1040,800,1952,1998
543200.0,6.0,2.25,2820,15600,1.5,0,2,5,1970,850,1940,0
150000.0,3.0,0.75,490,38500,1.5,0,0,4,490,0,1959,0
300000.0,4.0,1.0,1370,8499,1.0,0,0,3,1370,0,1949,1998
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0
224000.0,3.0,1.5,1560,7300,1.0,0,0,4,1040,520,1964,0
1157400.0,3.0,2.5,2740,5925,2.0,0,2,3,2740,0,1913,1992
425000.0,3.0,2.5,1950,5689,2.0,0,0,3,1950,0,2009,0
760000.0,3.0,2.5,1980,13964,1.0,0,0,5,1980,0,1959,0
430000.0,2.0,1.0,990,4802,1.0,0,0,3,990,0,1947,2012
1505000.0,4.0,3.5,3480,7232,2.0,0,0,3,2580,900,1926,2010
798800.0,3.0,2.75,2670,3738,1.0,0,0,3,1720,950,2013,1923
505000.0,4.0,1.75,1940,4800,1.0,0,0,5,1030,910,1922,1956
800000.0,4.0,2.75,3150,7035,2.0,0,0,3,3150,0,2004,2003
252000.0,3.0,2.25,1670,7881,1.0,0,0,4,1190,480,1977,0
442900.0,4.0,1.75,1780,2788,1.0,0,0,4,890,890,1943,0
212500.0,2.0,2.0,1030,21712,1.0,0,0,4,1030,0,1938,0
580135.0,4.0,2.5,3150,5886,2.0,0,0,3,3150,0,2014,0
148612.5,3.0,1.0,1040,6860,2.0,0,0,3,1040,0,1942,1999
735000.0,4.0,2.75,2450,4187,2.0,0,2,3,2450,0,2010,0
310000.0,3.0,1.75,1420,7650,1.0,0,0,4,1100,320,1984,0
400000.0,4.0,1.75,1700,20283,1.5,0,0,3,1340,360,1965,1993
475000.0,4.0,3.5,3400,234352,2.0,0,0,3,2500,900,1991,0
368000.0,3.0,1.75,1710,10800,1.0,0,0,4,1710,0,1958,1972
366000.0,3.0,1.75,1520,8625,1.0,0,0,3,1520,0,1976,0
765000.0,5.0,3.75,3580,14275,2.0,0,0,3,3190,390,1999,0
585000.0,5.0,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0
443500.0,4.0,2.5,2040,21781,2.0,0,0,3,2040,0,1994,0
583000.0,3.0,2.5,1790,8144,2.0,0,0,3,1790,0,1989,0
212500.0,3.0,1.0,920,14400,1.0,0,0,4,920,0,1977,0
220083.333333,3.0,1.75,1150,8079,1.0,0,0,4,1150,0,1983,0
315368.7,3.0,2.5,3080,12476,2.0,0,0,3,3080,0,1990,2009
339000.0,3.0,1.0,1100,4128,1.0,0,0,4,720,380,1942,1982
330000.0,3.0,1.5,1170,4950,1.0,0,0,4,1170,0,1960,2001
1240000.0,7.0,5.5,6630,13782,2.0,0,0,3,4930,1700,2004,2003
890000.0,5.0,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,0
555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912
442500.0,4.0,2.5,2170,14024,2.0,0,0,3,2170,0,1992,0
455000.0,3.0,1.0,1300,3550,1.5,0,0,3,1300,0,1927,2011
428000.0,2.0,2.0,1350,3900,1.0,0,0,3,1350,0,2003,0
799000.0,4.0,2.5,2590,7910,2.0,0,0,3,2590,0,2001,0
776000.0,4.0,2.5,3040,6425,2.0,0,0,3,3040,0,2008,0
450000.0,4.0,2.5,2520,8515,2.0,0,0,3,2520,0,1999,0
495000.0,4.0,2.25,1940,9144,1.0,0,0,4,1430,510,1956,0
465000.0,4.0,2.5,1930,9653,1.0,0,0,4,1930,0,1968,0
558000.0,2.0,2.0,1580,5750,1.0,0,0,5,790,790,1910,0
587000.0,4.0,2.5,2550,6256,2.0,0,0,3,2550,0,1992,0
540000.0,3.0,1.0,1050,4160,1.0,0,0,4,1050,0,1925,1968
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0
210000.0,4.0,1.75,2180,28710,1.0,0,0,3,1180,1000,1950,2005
509900.0,3.0,2.5,3030,9053,2.0,0,0,3,3030,0,2009,0
868500.0,3.0,2.5,2920,3942,3.0,0,0,3,2920,0,2008,0
890000.0,4.0,2.25,2770,13500,2.0,0,0,3,2770,0,1974,0
280000.0,3.0,2.0,1790,42399,1.0,0,0,4,1790,0,1990,0
455000.0,3.0,2.25,1470,4653,2.0,0,0,4,1470,0,1985,0
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014
535000.0,4.0,2.25,2980,8051,1.5,0,2,4,2020,960,1935,0
513000.0,4.0,2.5,2000,5684,2.0,0,0,3,2000,0,1996,0
604000.0,4.0,2.5,2260,7753,2.0,0,0,3,2260,0,1989,0
330000.0,3.0,2.5,1070,1155,2.0,0,0,3,720,350,2005,0
519000.0,3.0,2.75,2020,10744,1.0,0,0,5,1270,750,1954,0
345000.0,2.0,1.0,970,5750,1.0,0,0,4,970,0,1932,1958
415000.0,2.0,1.0,1050,60113,1.0,0,0,4,1050,0,1943,0
485000.0,3.0,2.0,1420,4080,1.5,0,0,3,1420,0,1905,2013
435000.0,3.0,2.25,1890,7200,1.0,0,0,4,1230,660,1973,0
279000.0,5.0,2.5,2690,5557,2.0,0,0,3,2690,0,2012,1912
395000.0,2.0,1.0,1320,1824,1.5,0,0,4,1320,0,1909,1989
228000.0,4.0,1.75,2000,6120,1.0,0,0,3,1100,900,1965,1993
395000.0,4.0,3.0,1980,7931,1.0,0,0,4,1160,820,1983,0
628000.0,4.0,2.0,2260,6000,1.0,0,0,3,1430,830,1958,2004
452000.0,4.0,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010
206000.0,4.0,2.0,1700,6025,1.0,0,0,3,1700,0,1978,0
1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993
385000.0,4.0,2.5,2960,5054,2.0,0,0,3,2960,0,2006,0
348500.0,3.0,1.5,1360,10726,1.0,0,0,4,1360,0,1966,0
863000.0,4.0,2.5,4120,22370,2.0,0,0,3,4120,0,1997,0
400000.0,3.0,2.25,1450,4706,2.0,0,0,3,1450,0,2009,0
495000.0,3.0,2.0,2950,12196,2.0,0,0,4,2310,640,1918,1974
715000.0,3.0,2.5,2550,13458,2.0,0,0,3,2550,0,1990,2009
345950.0,3.0,2.5,2110,4118,2.0,0,0,3,2110,0,1989,0
270000.0,4.0,2.5,1660,8063,1.0,0,0,4,1660,0,1978,2000
210000.0,3.0,1.0,1080,21043,1.0,0,0,3,1080,0,1942,1999
235000.0,3.0,1.0,1170,11100,1.0,0,0,4,1170,0,1968,0
300000.0,4.0,2.5,2200,8065,2.0,0,0,3,2200,0,1998,2006
321950.0,2.0,1.25,860,1277,2.0,0,0,3,860,0,2007,0
150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,1954,2005
430000.0,3.0,3.75,3890,7140,1.0,0,2,3,2390,1500,1943,2007
729000.0,3.0,1.0,1580,3840,2.0,0,0,3,1580,0,1908,1988
670000.0,3.0,1.5,1490,4400,1.5,0,0,4,1490,0,1906,1990
500324.0,3.0,2.5,2280,2289,2.0,0,0,3,1880,400,2006,0
1750000.0,6.0,3.0,3510,5760,2.5,0,0,4,3510,0,1906,1990
299950.0,3.0,1.0,910,8000,1.0,0,0,4,740,170,1950,1983
1030000.0,4.0,2.5,2750,4800,2.0,0,0,3,1960,790,1905,2005
2250000.0,5.0,4.25,4860,9453,1.5,0,1,5,3100,1760,1905,0
332000.0,1.0,1.0,960,2640,1.0,0,0,3,760,200,1908,1988
249000.0,3.0,1.0,1050,8498,1.0,0,0,4,1050,0,1959,0
494815.0,3.0,2.5,1910,2091,2.0,0,0,3,1910,0,2014,0
675000.0,3.0,3.0,2980,28000,1.0,0,0,3,1820,1160,1981,2013
431000.0,4.0,2.5,2300,6087,2.0,0,0,3,2300,0,2001,0
381000.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,1950,0
489990.0,5.0,2.25,2440,20828,1.5,0,0,4,2440,0,1975,0
325000.0,4.0,2.25,1870,9680,1.0,0,0,4,1170,700,1959,0
720000.0,4.0,2.5,2650,11520,2.0,0,0,3,2110,540,1988,2000
875000.0,3.0,1.5,1820,12686,1.0,0,0,4,1820,0,1952,0
756000.0,4.0,2.25,2160,5600,1.0,0,0,5,1080,1080,1947,0
742500.0,4.0,2.75,3100,3773,2.0,0,0,3,2000,1100,1919,1996
725000.0,4.0,2.75,2630,7505,2.0,0,0,3,2630,0,1994,0
249900.0,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012
330000.0,3.0,2.5,1680,11312,1.0,0,0,3,1080,600,1959,1989
615000.0,3.0,1.75,1720,4080,1.0,0,0,4,960,760,1924,0
3200000.0,7.0,4.5,6210,8856,2.5,0,2,5,4760,1450,1910,0
715000.0,4.0,1.75,3420,7200,1.0,0,3,5,1770,1650,1947,0
605000.0,4.0,2.5,2800,10786,1.0,0,0,3,1420,1380,1970,2014
327000.0,5.0,2.75,2400,8050,2.0,0,0,3,2400,0,1998,2006
474900.0,3.0,2.25,1800,43647,1.0,0,0,4,1800,0,1976,1992
750000.0,4.0,3.25,2050,5000,2.0,0,0,4,1370,680,1987,0
505000.0,3.0,2.5,1610,4611,2.0,0,0,3,1610,0,1996,0
371000.0,4.0,2.5,2550,4770,2.0,0,0,3,2550,0,2005,0
2400000.0,4.0,3.25,4140,20734,1.0,0,1,3,3300,840,1977,2005
591000.0,4.0,2.25,2710,38180,2.0,0,0,4,2710,0,1977,0
820000.0,3.0,1.75,2160,6272,1.0,0,0,4,1390,770,1960,2001
349810.0,3.0,1.0,960,8855,1.0,0,0,4,960,0,1958,1972
620000.0,3.0,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003
400000.0,3.0,2.0,1230,11413,1.0,0,0,3,990,240,1984,0
296500.0,3.0,2.75,2170,7900,1.0,0,0,4,1380,790,1978,2000
700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0
0.0,5.0,2.25,2880,11965,2.0,0,0,4,2880,0,1990,0
385000.0,4.0,1.75,1690,4080,1.0,0,0,4,870,820,1984,0
785000.0,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0
311100.0,4.0,2.25,2130,8078,1.0,0,0,4,1380,750,1977,0
282508.888889,3.0,1.0,1560,7552,1.0,0,0,4,910,650,1948,0
414000.0,3.0,2.5,2490,4540,2.5,0,0,3,2490,0,2012,1912
1506000.0,4.0,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995
240000.0,3.0,2.25,1481,2820,2.0,0,0,3,1481,0,2012,1912
0.0,4.0,1.0,1360,13372,1.0,0,0,3,1360,0,1955,2005
221000.0,3.0,1.0,910,8789,1.0,0,0,3,910,0,1966,1963
443000.0,5.0,1.75,1650,3000,1.5,0,0,3,1650,0,1902,0
760000.0,4.0,2.5,2730,36183,2.0,0,0,3,2730,0,1986,0
231000.0,4.0,2.0,1530,6375,2.0,0,0,3,1530,0,1942,1983
967500.0,3.0,3.75,3250,5797,2.0,0,2,4,2370,880,1951,1999
545000.0,3.0,2.0,1340,7200,1.5,0,0,4,1340,0,1923,0
588500.0,3.0,1.75,2330,14892,1.0,0,0,3,1970,360,1980,0
566000.0,3.0,2.25,1660,10140,1.0,0,0,4,1370,290,1980,0
165000.0,3.0,1.0,970,6600,1.0,0,0,3,970,0,1965,1993
475000.0,3.0,2.5,2600,7210,2.0,0,0,3,2600,0,1989,0
500000.0,3.0,2.0,1720,5525,1.0,0,2,5,960,760,1941,0
276900.0,2.0,1.0,1350,10096,1.0,0,2,4,1350,0,1952,0
700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0
137124.0,3.0,1.0,960,27442,1.0,0,0,4,960,0,1970,0
390000.0,3.0,2.25,1250,7500,1.0,0,0,5,1250,0,1942,0
837700.0,5.0,2.75,3010,12611,2.0,0,0,3,3010,0,1994,0
600000.0,2.0,1.0,910,2002,1.5,0,0,3,910,0,1900,2005
450000.0,3.0,1.75,1400,13775,1.0,0,0,3,1400,0,1963,2008
950000.0,4.0,2.5,3770,35081,2.0,0,0,3,3770,0,1989,0
490000.0,2.0,1.0,1840,3300,1.5,0,0,4,1130,710,1910,0
448000.0,2.0,1.5,1630,3780,1.0,0,0,4,890,740,1940,2001
950000.0,4.0,2.5,3320,7644,2.0,0,0,3,3320,0,1995,0
660000.0,3.0,1.75,1320,5750,1.5,0,0,5,1320,0,1918,0
375000.0,2.0,1.0,820,6250,1.0,0,0,4,820,0,1922,0
289950.0,3.0,2.5,1760,8584,1.5,0,0,5,1760,0,1937,0
750000.0,3.0,1.75,1700,8400,1.0,0,0,3,1460,240,1947,2012
239000.0,3.0,1.75,1340,16480,1.0,0,0,4,1340,0,1968,0
299995.0,2.0,1.0,1060,7200,1.0,0,0,4,1060,0,1951,1999
602761.0,4.0,2.5,2770,10274,2.0,0,0,3,2770,0,1989,0
440000.0,3.0,1.5,1270,1413,3.0,0,0,3,1270,0,2007,0
960000.0,4.0,3.0,4590,9150,2.0,0,0,3,3490,1100,1981,2013
466500.0,3.0,1.0,1430,3840,1.0,0,0,3,950,480,1945,2010
571000.0,4.0,2.0,2750,7807,1.5,0,0,5,2250,500,1916,0
515000.0,4.0,2.5,3200,6473,2.0,0,0,3,3200,0,2005,0
490000.0,3.0,2.0,2220,10275,2.0,0,0,3,1640,580,1980,0
1702500.0,5.0,4.5,5190,23716,2.0,0,2,3,3390,1800,1987,2000
550000.0,4.0,2.5,2170,9600,1.0,0,0,3,1460,710,1980,0
306888.0,2.0,1.5,1010,7719,2.0,0,0,3,1010,0,1981,2013
